Node ID,Node Statement,"Node ID, Node Statement"
c_3TkO,"Luther translated the Bible into German, promoting vernacular language use and enabling individuals to interpret religious texts independently.","c_3TkO, Luther translated the Bible into German, promoting vernacular language use and enabling individuals to interpret religious texts independently."
c_Jml9,"The Protestant Reformation led to the emergence of new Christian denominations, including Lutheranism, Calvinism, and Anglicanism, which differed from the Catholic Church in doctrine and practice.","c_Jml9, The Protestant Reformation led to the emergence of new Christian denominations, including Lutheranism, Calvinism, and Anglicanism, which differed from the Catholic Church in doctrine and practice."
c_p0M1,"Calvinist doctrine introduced the idea of predestination, teaching that God had predetermined salvation for a select few known as the Elect.","c_p0M1, Calvinist doctrine introduced the idea of predestination, teaching that God had predetermined salvation for a select few known as the Elect."
c_ZqqK,"King Henry VIII established the Church of England after the Pope refused to annul his marriage, leading to the English Reformation.","c_ZqqK, King Henry VIII established the Church of England after the Pope refused to annul his marriage, leading to the English Reformation."
c_eMvF,"The Catholic Counter-Reformation emerged as both a reform movement and a response to Protestant challenges, highlighted by the Council of Trent which standardized doctrine and reaffirmed traditional practices.","c_eMvF, The Catholic Counter-Reformation emerged as both a reform movement and a response to Protestant challenges, highlighted by the Council of Trent which standardized doctrine and reaffirmed traditional practices."
c_5ncp,"Ignatius of Loyola founded the Jesuit Order, emphasizing education and missionary work as part of the Catholic Counter-Reformation.","c_5ncp, Ignatius of Loyola founded the Jesuit Order, emphasizing education and missionary work as part of the Catholic Counter-Reformation."
c_oI21,"Religious divisions resulting from the Reformation led to wars such as the Thirty Years' War, which began in 1618 as a religious conflict but evolved into a broader political struggle involving multiple European powers.","c_oI21, Religious divisions resulting from the Reformation led to wars such as the Thirty Years' War, which began in 1618 as a religious conflict but evolved into a broader political struggle involving multiple European powers."
c_ZYNN,"By 1600, Europe was divided into distinct religious regions: Catholic in the south, Lutheran in the north, with pockets of Calvinist and Anglican influence.","c_ZYNN, By 1600, Europe was divided into distinct religious regions: Catholic in the south, Lutheran in the north, with pockets of Calvinist and Anglican influence."
c_Z84q,"Galileo Galilei provided observational evidence supporting the Copernican model, discovering Jupiter's moons using a telescope, but was tried by the Catholic Church and forced to recant his support of heliocentrism.","c_Z84q, Galileo Galilei provided observational evidence supporting the Copernican model, discovering Jupiter's moons using a telescope, but was tried by the Catholic Church and forced to recant his support of heliocentrism."
c_oQfI,"Humanism during the Renaissance emphasized human achievement and earthly life while maintaining religious beliefs, marking a shift from medieval religious focus.","c_oQfI, Humanism during the Renaissance emphasized human achievement and earthly life while maintaining religious beliefs, marking a shift from medieval religious focus."
c_a1b2,"Indulgences were documents sold by the Catholic Church that promised to reduce time spent in purgatory after death, a practice that became a major point of controversy in the early 1500s.","c_a1b2, Indulgences were documents sold by the Catholic Church that promised to reduce time spent in purgatory after death, a practice that became a major point of controversy in the early 1500s."
c_c3d4,"The 95 Theses were a list of propositions for academic debate written by Martin Luther that questioned the Catholic Church's practices, particularly regarding indulgences and papal authority.","c_c3d4, The 95 Theses were a list of propositions for academic debate written by Martin Luther that questioned the Catholic Church's practices, particularly regarding indulgences and papal authority."
c_e5fX,"The heliocentric theory proposed that the Sun, not the Earth, was the center of the universe, challenging the traditional geocentric view supported by both ancient authorities and the Church.","c_e5fX, The heliocentric theory proposed that the Sun, not the Earth, was the center of the universe, challenging the traditional geocentric view supported by both ancient authorities and the Church."
KC-4.1.VI.i,The Protestant Reformation marked a break with existing Christian traditions and both the Protestant and Catholic reformations contributed to the growth of Christianity.,"KC-4.1.VI.i, The Protestant Reformation marked a break with existing Christian traditions and both the Protestant and Catholic reformations contributed to the growth of Christianity."
KC-4.1.VI.ii,Political rivalries between the Ottoman and Safavid empires intensified the split within Islam between Sunni and Shi’a.,"KC-4.1.VI.ii, Political rivalries between the Ottoman and Safavid empires intensified the split within Islam between Sunni and Shi’a."
KC-4.1.VI.iii,Sikhism developed in South Asia in a context of interactions between Hinduism and Islam.,"KC-4.1.VI.iii, Sikhism developed in South Asia in a context of interactions between Hinduism and Islam."
IU_TEOc,The Manchus and Mongols expanded the Qing and Yuan dynasties by maintaining military strength and adopting key Chinese bureaucratic practices.,"IU_TEOc, The Manchus and Mongols expanded the Qing and Yuan dynasties by maintaining military strength and adopting key Chinese bureaucratic practices."
IU_MEjo,"The Songhai Empire centralized authority through bureaucracy, allowing it to dominate West African trade and taxation along trans-Saharan routes.","IU_MEjo, The Songhai Empire centralized authority through bureaucracy, allowing it to dominate West African trade and taxation along trans-Saharan routes."
IU_NtAv,"Both France and Russia centralized power by closely monitoring the nobility, but while French monarchs controlled nobles through court life at Versailles, Russian tsars weakened noble influence through military service requirements and territorial expansion.","IU_NtAv, Both France and Russia centralized power by closely monitoring the nobility, but while French monarchs controlled nobles through court life at Versailles, Russian tsars weakened noble influence through military service requirements and territorial expansion."
IU_Zksp,"The Ming fell due to corruption and peasant uprisings, while the Qing, under Manchu rule, maintained Chinese institutions despite foreign governance.","IU_Zksp, The Ming fell due to corruption and peasant uprisings, while the Qing, under Manchu rule, maintained Chinese institutions despite foreign governance."
IU_VxyV,"The Tokugawa Shogunate centralized Japan, like European monarchs, but enforced isolationist policies instead of expanding global connections.","IU_VxyV, The Tokugawa Shogunate centralized Japan, like European monarchs, but enforced isolationist policies instead of expanding global connections."
IU_CSKD,"Religious divisions in 16th–17th century Europe led to political shifts, including Henry IV’s conversion to Catholicism and growing religious tolerance.","IU_CSKD, Religious divisions in 16th–17th century Europe led to political shifts, including Henry IV’s conversion to Catholicism and growing religious tolerance."
IU_MxL8,"Despite centuries of Catholic dominance in Europe, the Protestant Reformation introduced lasting religious fragmentation and weakened the Church’s influence over European rulers.","IU_MxL8, Despite centuries of Catholic dominance in Europe, the Protestant Reformation introduced lasting religious fragmentation and weakened the Church’s influence over European rulers."
