Node ID,Node Statement,"Node ID, Node Statement"
c_ds04,"A diaspora is the dispersion of a group from its original homeland to new regions where they form communities that retain cultural, religious, or linguistic ties, thereby fostering the exchange of ideas, trade, and cultural practices that influence both the migrants and the host societies.","c_ds04, A diaspora is the dispersion of a group from its original homeland to new regions where they form communities that retain cultural, religious, or linguistic ties, thereby fostering the exchange of ideas, trade, and cultural practices that influence both the migrants and the host societies."
c_FJtt,The spread of Islam facilitated trade by creating a common cultural framework for merchants across the Indian Ocean network.,"c_FJtt, The spread of Islam facilitated trade by creating a common cultural framework for merchants across the Indian Ocean network."
c_UtKm,"Muslim merchants operated extensive trade networks connecting China, the Indian Ocean Basin, and Europe, trading diverse luxury goods like silk and gems and bulk commodities like salt and metals.","c_UtKm, Muslim merchants operated extensive trade networks connecting China, the Indian Ocean Basin, and Europe, trading diverse luxury goods like silk and gems and bulk commodities like salt and metals."
c_xBMj,"Under Emperor Yongle of the Ming Dynasty, Admiral Zheng He led seven major naval expeditions between 1405 and 1433, demonstrating China's maritime capabilities and expanding trade connections.","c_xBMj, Under Emperor Yongle of the Ming Dynasty, Admiral Zheng He led seven major naval expeditions between 1405 and 1433, demonstrating China's maritime capabilities and expanding trade connections."
c_95lQ,"Calicut and Cambay emerged as major trading centers on India's west coast due to merchant interactions, becoming hubs for the spice trade.","c_95lQ, Calicut and Cambay emerged as major trading centers on India's west coast due to merchant interactions, becoming hubs for the spice trade."
c_2qZi,"The Indian Ocean trade network created a system of regional specialization where different areas became known for specific export products, such as spices from the Spice Islands and cotton textiles from India.","c_2qZi, The Indian Ocean trade network created a system of regional specialization where different areas became known for specific export products, such as spices from the Spice Islands and cotton textiles from India."
c_dHkD,States responded to trade growth by increasing oversight of production and implementing customs taxes and port fees.,"c_dHkD, States responded to trade growth by increasing oversight of production and implementing customs taxes and port fees."
c_2kjr,"Maritime trade routes became more important than overland routes as trade volume increased, requiring larger ships and improved navigation.","c_2kjr, Maritime trade routes became more important than overland routes as trade volume increased, requiring larger ships and improved navigation."
c_j2qn,"The trans-Saharan trade network connected North Africa, West Africa, and the Mediterranean through caravan routes, facilitating the exchange of goods and cultures across the Sahara Desert.","c_j2qn, The trans-Saharan trade network connected North Africa, West Africa, and the Mediterranean through caravan routes, facilitating the exchange of goods and cultures across the Sahara Desert."
c_lqQt,"Trans-Saharan trade expanded significantly around 1200 CE, increasing trade volume and interaction between West Africa and the Mediterranean.","c_lqQt, Trans-Saharan trade expanded significantly around 1200 CE, increasing trade volume and interaction between West Africa and the Mediterranean."
c_8s8e,"Camels, with their unique desert adaptations, and innovations like the camel saddle, revolutionized trans-Saharan trade by enabling traders to transport heavy loads efficiently across the Sahara.","c_8s8e, Camels, with their unique desert adaptations, and innovations like the camel saddle, revolutionized trans-Saharan trade by enabling traders to transport heavy loads efficiently across the Sahara."
c_9zP6,"The Empire of Mali rose to power in the 13th century by controlling trans-Saharan trade routes, leading to significant commercial expansion.","c_9zP6, The Empire of Mali rose to power in the 13th century by controlling trans-Saharan trade routes, leading to significant commercial expansion."
c_mKBk,"By the 14th century, trading centers like Timbuktu and Gao accumulated wealth through trans-Saharan trade, transforming them into major hubs of Islamic learning, commerce, and Muslim life.","c_mKBk, By the 14th century, trading centers like Timbuktu and Gao accumulated wealth through trans-Saharan trade, transforming them into major hubs of Islamic learning, commerce, and Muslim life."
c_P0gU,"Islam spread into Sub-Saharan Africa as a direct result of trans-Saharan trade networks, integrating into West African governance and culture.","c_P0gU, Islam spread into Sub-Saharan Africa as a direct result of trans-Saharan trade networks, integrating into West African governance and culture."
c_JzvI,"States developed administrative systems to manage trade, establishing currencies and protecting trade routes through military force.","c_JzvI, States developed administrative systems to manage trade, establishing currencies and protecting trade routes through military force."
c_id8A,"Trans-Saharan trade routes connected gold-producing regions of West Africa with Mediterranean markets, exchanging gold for salt and other goods.","c_id8A, Trans-Saharan trade routes connected gold-producing regions of West Africa with Mediterranean markets, exchanging gold for salt and other goods."
c_uprs,"Mansa Musa's pilgrimage to Mecca in 1324 showcased Mali's immense wealth and increased international recognition, impacting economies through his generous distribution of gold.","c_uprs, Mansa Musa's pilgrimage to Mecca in 1324 showcased Mali's immense wealth and increased international recognition, impacting economies through his generous distribution of gold."
c_FiGX,"After his pilgrimage, Mansa Musa established religious schools and built mosques in Mali, strengthening Islam's lasting presence in West Africa.","c_FiGX, After his pilgrimage, Mansa Musa established religious schools and built mosques in Mali, strengthening Islam's lasting presence in West Africa."
c_HOK0,"Mali used multiple forms of currency, including cowrie shells, cotton cloth, gold, glass beads, and salt for trade transactions.","c_HOK0, Mali used multiple forms of currency, including cowrie shells, cotton cloth, gold, glass beads, and salt for trade transactions."
c_GHpx,"Mali's military power relied on horses and iron weapons, funded through tax revenue from trade.","c_GHpx, Mali's military power relied on horses and iron weapons, funded through tax revenue from trade."
c_VJbm,"Buddhism spread from India to East Asia via the Silk Roads between 1200 and 1450 CE, leading to new variations like Chan Buddhism in China and Zen Buddhism in Japan.","c_VJbm, Buddhism spread from India to East Asia via the Silk Roads between 1200 and 1450 CE, leading to new variations like Chan Buddhism in China and Zen Buddhism in Japan."
c_NA3q,"Hinduism and Buddhism spread from India to Southeast Asia through maritime trade networks, influencing the cultural development of kingdoms like the Khmer Empire.","c_NA3q, Hinduism and Buddhism spread from India to Southeast Asia through maritime trade networks, influencing the cultural development of kingdoms like the Khmer Empire."
c_RHH8,"Islam spread across Africa, South Asia, and Southeast Asia between 1200 and 1450 CE through merchants, missionaries, and military conquests, leading to political unification and cultural transformations.","c_RHH8, Islam spread across Africa, South Asia, and Southeast Asia between 1200 and 1450 CE through merchants, missionaries, and military conquests, leading to political unification and cultural transformations."
c_vp6b,"Religious diffusion often led to syncretism with local beliefs and peaceful coexistence of different faiths, as seen in the development of Neo-Confucianism in East Asia and syncretic architectures like Angkor Thom in Southeast Asia.","c_vp6b, Religious diffusion often led to syncretism with local beliefs and peaceful coexistence of different faiths, as seen in the development of Neo-Confucianism in East Asia and syncretic architectures like Angkor Thom in Southeast Asia."
c_ddef,"Syncretism is the process of combining or reconciling different beliefs, practices, or traditions, often from distinct religions, cultures, or philosophical systems, into a new, cohesive whole.","c_ddef, Syncretism is the process of combining or reconciling different beliefs, practices, or traditions, often from distinct religions, cultures, or philosophical systems, into a new, cohesive whole."
c_nBU0,"Chinese technological innovations such as gunpowder, papermaking, the magnetic compass, movable type, and porcelain spread across Eurasia through trade networks, profoundly impacting societies and warfare globally.","c_nBU0, Chinese technological innovations such as gunpowder, papermaking, the magnetic compass, movable type, and porcelain spread across Eurasia through trade networks, profoundly impacting societies and warfare globally."
c_6LUI,The introduction of papermaking and printing technology from China to Europe in the 1200s contributed to increased literacy rates and the production of literature across Afro-Eurasia.,"c_6LUI, The introduction of papermaking and printing technology from China to Europe in the 1200s contributed to increased literacy rates and the production of literature across Afro-Eurasia."
c_wi0P,"Ibn Battuta, a Moroccan Muslim scholar, traveled extensively across Africa, Asia, and Europe between 1325 and 1355, documenting diverse cultures and demonstrating the interconnected nature of the Islamic world in his work 'A Gift to Those Who Contemplate the Wonders of Cities and the Marvels of Traveling.'","c_wi0P, Ibn Battuta, a Moroccan Muslim scholar, traveled extensively across Africa, Asia, and Europe between 1325 and 1355, documenting diverse cultures and demonstrating the interconnected nature of the Islamic world in his work 'A Gift to Those Who Contemplate the Wonders of Cities and the Marvels of Traveling.'"
c_uRh1,"Marco Polo, a Venetian merchant, visited the court of Kublai Khan in China and, upon returning to Europe in 1295, wrote accounts that provided Europeans with detailed information about Chinese civilization.","c_uRh1, Marco Polo, a Venetian merchant, visited the court of Kublai Khan in China and, upon returning to Europe in 1295, wrote accounts that provided Europeans with detailed information about Chinese civilization."
c_1hzI,"Margery Kempe, an English mystic, wrote one of the earliest autobiographies in English literature, documenting her pilgrimages to holy sites in Europe and the Holy Land and providing insights into medieval Christian life.","c_1hzI, Margery Kempe, an English mystic, wrote one of the earliest autobiographies in English literature, documenting her pilgrimages to holy sites in Europe and the Holy Land and providing insights into medieval Christian life."
c_aygX,"The Mongol Empire provided stability and protection for merchants across Afro-Eurasia, facilitating extensive trade networks and serving as a conduit for cultural and intellectual exchange between the Pacific and Mediterranean regions.","c_aygX, The Mongol Empire provided stability and protection for merchants across Afro-Eurasia, facilitating extensive trade networks and serving as a conduit for cultural and intellectual exchange between the Pacific and Mediterranean regions."
c_vR1I,"Islamic scholars in centers like Baghdad's House of Wisdom and Timbuktu's university preserved and expanded Greek, Indian, and other knowledge in mathematics, astronomy, and medicine between 800 and 1450 CE, contributing to Europe's Renaissance.","c_vR1I, Islamic scholars in centers like Baghdad's House of Wisdom and Timbuktu's university preserved and expanded Greek, Indian, and other knowledge in mathematics, astronomy, and medicine between 800 and 1450 CE, contributing to Europe's Renaissance."
c_iuj5,"The Crusades were a series of religiously sanctioned military campaigns launched by European Christians between the 11th and 13th centuries to reclaim Jerusalem and other holy sites from Muslim control, driven by a complex mix of spiritual zeal, political ambition, economic interests, and social factors, and which resulted in significant cultural and geopolitical shifts between the Christian and Muslim worlds.","c_iuj5, The Crusades were a series of religiously sanctioned military campaigns launched by European Christians between the 11th and 13th centuries to reclaim Jerusalem and other holy sites from Muslim control, driven by a complex mix of spiritual zeal, political ambition, economic interests, and social factors, and which resulted in significant cultural and geopolitical shifts between the Christian and Muslim worlds."
c_fJO9,"The Crusades facilitated increased European exposure to Byzantine and Islamic cultures, leading to the transfer of knowledge, ideas, and technologies that contributed to the Renaissance and secular thinking in Europe.","c_fJO9, The Crusades facilitated increased European exposure to Byzantine and Islamic cultures, leading to the transfer of knowledge, ideas, and technologies that contributed to the Renaissance and secular thinking in Europe."
c_5nbS,"Cities like Timbuktu, Hangzhou, Samarkand, Kashgar, and Baghdad became centers of trade, culture, and learning due to their strategic locations on trade routes, facilitating cultural diffusion and urban growth.","c_5nbS, Cities like Timbuktu, Hangzhou, Samarkand, Kashgar, and Baghdad became centers of trade, culture, and learning due to their strategic locations on trade routes, facilitating cultural diffusion and urban growth."
c_SYMd,"Factors such as political instability, disease like the Black Death, and declining agricultural productivity contributed to urban decline during the medieval period.","c_SYMd, Factors such as political instability, disease like the Black Death, and declining agricultural productivity contributed to urban decline during the medieval period."
c_jje3,"Between 1200 and 1450, extensive trade networks such as the Silk Roads, Indian Ocean, and Trans-Saharan routes connected various regions, facilitating the diffusion of crops and the spread of epidemic diseases like the Bubonic Plague.","c_jje3, Between 1200 and 1450, extensive trade networks such as the Silk Roads, Indian Ocean, and Trans-Saharan routes connected various regions, facilitating the diffusion of crops and the spread of epidemic diseases like the Bubonic Plague."
c_zlYk,"Bananas, originally domesticated in Southeast Asia, were introduced to Africa through Indian Ocean trade networks, enabling Bantu peoples to expand into new territories due to improved food supplies.","c_zlYk, Bananas, originally domesticated in Southeast Asia, were introduced to Africa through Indian Ocean trade networks, enabling Bantu peoples to expand into new territories due to improved food supplies."
c_gKC8,"Champa rice, a drought-resistant and fast-maturing rice variety from Vietnam, was introduced to China, resulting in increased food production, population growth, and the development of new farming techniques such as terraced farming.","c_gKC8, Champa rice, a drought-resistant and fast-maturing rice variety from Vietnam, was introduced to China, resulting in increased food production, population growth, and the development of new farming techniques such as terraced farming."
c_6tpz,"Muslim traders introduced citrus fruits, such as oranges and lemons, to Europe via Mediterranean trade routes, improving European diets and contributing to agricultural diversity.","c_6tpz, Muslim traders introduced citrus fruits, such as oranges and lemons, to Europe via Mediterranean trade routes, improving European diets and contributing to agricultural diversity."
c_2r9X,"The Bubonic Plague, or Black Death, originated in East Asia in the 1330s and spread along trade routes, including those established during Mongol rule, reaching Europe by 1347.","c_2r9X, The Bubonic Plague, or Black Death, originated in East Asia in the 1330s and spread along trade routes, including those established during Mongol rule, reaching Europe by 1347."
c_ajz1,"The Black Death killed approximately one-third of Europe's population between 1347 and 1351, and caused tens of millions of deaths in Asia, leading to severe labor shortages and significant social and economic changes.","c_ajz1, The Black Death killed approximately one-third of Europe's population between 1347 and 1351, and caused tens of millions of deaths in Asia, leading to severe labor shortages and significant social and economic changes."
KC-3.1.I.A.i,"Improved commercial practices led to an
increased volume of trade and expanded the
geographical range of existing trade routes—
including the Silk Roads—promoting the growth of powerful new trading cities.","KC-3.1.I.A.i, Improved commercial practices led to an
increased volume of trade and expanded the
geographical range of existing trade routes—
including the Silk Roads—promoting the growth of powerful new trading cities."
KC-3.1.I.C.i,"The growth of interregional trade in luxury goods was encouraged by innovations
in previously existing transportation and commercial technologies, including the caravanserai, forms of credit, and the development of money economies.","KC-3.1.I.C.i, The growth of interregional trade in luxury goods was encouraged by innovations
in previously existing transportation and commercial technologies, including the caravanserai, forms of credit, and the development of money economies."
KC-3.3.I.B,"Demand for luxury goods increased in AfroEurasia. Chinese, Persian, and Indian artisans and merchants expanded their production of
textiles and porcelains for export; manufacture of iron and steel expanded in China.","KC-3.3.I.B, Demand for luxury goods increased in AfroEurasia. Chinese, Persian, and Indian artisans and merchants expanded their production of
textiles and porcelains for export; manufacture of iron and steel expanded in China."
KC-3.2.I.B.iii,"Empires collapsed in different regions of the world and in some areas were replaced by new
imperial states, including the Mongol khanates.","KC-3.2.I.B.iii, Empires collapsed in different regions of the world and in some areas were replaced by new
imperial states, including the Mongol khanates."
KC-3.1.I.E.i,"The expansion of empires—including the Mongols—facilitated Afro-Eurasian trade and communication as new people were
drawn into their conquerors’ economies and trade networks.","KC-3.1.I.E.i, The expansion of empires—including the Mongols—facilitated Afro-Eurasian trade and communication as new people were
drawn into their conquerors’ economies and trade networks."
KC-3.2.II.A.ii,"Interregional contacts and conflicts between states and empires, including the Mongols,
encouraged significant technological and cultural transfers.","KC-3.2.II.A.ii, Interregional contacts and conflicts between states and empires, including the Mongols,
encouraged significant technological and cultural transfers."
KC-3.1.I.A.ii,"Improved transportation technologies and commercial practices led to an increased volume of trade and expanded the geographical range of existing trade routes, including the Indian Ocean, promoting the growth of powerful new trading cities.","KC-3.1.I.A.ii, Improved transportation technologies and commercial practices led to an increased volume of trade and expanded the geographical range of existing trade routes, including the Indian Ocean, promoting the growth of powerful new trading cities."
KC-3.1.I.C.ii,"The growth of interregional trade in luxury goods was encouraged by significant innovations in previously existing transportation and commercial technologies, including the use of the compass, the astrolabe, and larger ship designs.","KC-3.1.I.C.ii, The growth of interregional trade in luxury goods was encouraged by significant innovations in previously existing transportation and commercial technologies, including the use of the compass, the astrolabe, and larger ship designs."
KC-3.1.I.A.iii,The Indian Ocean trading network fostered the growth of states.,"KC-3.1.I.A.iii, The Indian Ocean trading network fostered the growth of states."
KC-3.1.III.B,"In key places along important trade routes,merchants set up diasporic communities where they introduced their own cultural traditions into the indigenous cultures and, in turn, indigenous cultures influenced merchant cultures.","KC-3.1.III.B, In key places along important trade routes,merchants set up diasporic communities where they introduced their own cultural traditions into the indigenous cultures and, in turn, indigenous cultures influenced merchant cultures."
KC-3.2.II.A.iii,"Interregional contacts and conflicts between states and empires encouraged significant technological and cultural transfers, including during Chinese maritime activity led by Ming
Admiral Zheng He.","KC-3.2.II.A.iii, Interregional contacts and conflicts between states and empires encouraged significant technological and cultural transfers, including during Chinese maritime activity led by Ming
Admiral Zheng He."
KC-3.1.II.A.i,"The expansion and intensification of longdistance trade routes often depended on environmental knowledge, including advanced knowledge of the monsoon winds.","KC-3.1.II.A.i, The expansion and intensification of longdistance trade routes often depended on environmental knowledge, including advanced knowledge of the monsoon winds."
KC-3.1.II.A.ii,The growth of interregional trade was encouraged by innovations in existing transportation technologies.,"KC-3.1.II.A.ii, The growth of interregional trade was encouraged by innovations in existing transportation technologies."
KC-3.1.I.A.ii,"Improved transportation technologies and commercial practices led to an increased volume of trade and expanded the geographical range of existing trade routes, including the Indian Ocean, promoting the growth of powerful new trading cities.","KC-3.1.I.A.ii, Improved transportation technologies and commercial practices led to an increased volume of trade and expanded the geographical range of existing trade routes, including the Indian Ocean, promoting the growth of powerful new trading cities."
KC-3.1.I.E.ii,The expansion of empires—including Mali in West Africa–facilitated Afro-Eurasian trade and communication as new people were drawn into the economies and trade networks.,"KC-3.1.I.E.ii, The expansion of empires—including Mali in West Africa–facilitated Afro-Eurasian trade and communication as new people were drawn into the economies and trade networks."
KC-3.1.III.D,"Increased cross-cultural interactions resulted in the diffusion of literary, artistic, and cultural traditions, as well as scientific and technological innovations.","KC-3.1.III.D, Increased cross-cultural interactions resulted in the diffusion of literary, artistic, and cultural traditions, as well as scientific and technological innovations."
KC-3.3.II,"The fate of cities varied greatly, with periods of significant decline and periods of increased urbanization, buoyed by rising productivity and expanding trade networks.","KC-3.3.II, The fate of cities varied greatly, with periods of significant decline and periods of increased urbanization, buoyed by rising productivity and expanding trade networks."
KC-3.1.III.C,"As exchange networks intensified, an increasing number of travelers within AfroEurasia wrote about their travels.","KC-3.1.III.C, As exchange networks intensified, an increasing number of travelers within AfroEurasia wrote about their travels."
KC-3.1.IV,"There was continued diffusion of crops and pathogens, with epidemic diseases, including the bubonic plague, along trade routes.","KC-3.1.IV, There was continued diffusion of crops and pathogens, with epidemic diseases, including the bubonic plague, along trade routes."
IU_W9zQ,"Rising demand for iron and steel in China led to increased production, driving economic growth and advancements in manufacturing during the Song Dynasty.","IU_W9zQ, Rising demand for iron and steel in China led to increased production, driving economic growth and advancements in manufacturing during the Song Dynasty."
IU_t4pE,"The Mongol Empire's rise expanded trade connections, while its collapse contributed to commercial and technological shifts that reshaped Eurasia’s political and economic landscapes.","IU_t4pE, The Mongol Empire's rise expanded trade connections, while its collapse contributed to commercial and technological shifts that reshaped Eurasia’s political and economic landscapes."
IU_z8Lq,"Despite political and social upheavals, China remained a dominant trading power, maintaining control over extensive regional and international trade networks.","IU_z8Lq, Despite political and social upheavals, China remained a dominant trading power, maintaining control over extensive regional and international trade networks."
IU_H5vT,"Rising demand for luxury goods like spices and silk incentivized merchants to expand trade networks, increasing the scope of global exchange.","IU_H5vT, Rising demand for luxury goods like spices and silk incentivized merchants to expand trade networks, increasing the scope of global exchange."
IU_p2Jr,"The trade in enslaved people played a significant role in Indian Ocean exchanges by supplying labor and integrating distant regions, thereby creating economic and social linkages that reinforced the overall network of commerce.","IU_p2Jr, The trade in enslaved people played a significant role in Indian Ocean exchanges by supplying labor and integrating distant regions, thereby creating economic and social linkages that reinforced the overall network of commerce."
IU_N2qS,"Maritime trade and cultural exchange directly influenced the religious identity of regional kingdoms, resulting in the Hindu Srivijaya Empire on Sumatra and the Buddhist Majapahit Kingdom on Java.","IU_N2qS, Maritime trade and cultural exchange directly influenced the religious identity of regional kingdoms, resulting in the Hindu Srivijaya Empire on Sumatra and the Buddhist Majapahit Kingdom on Java."
IU_o5Xm,Trade routes facilitated not only the spread of religious ideas but also the exchange of scientific and technological innovations between regions.,"IU_o5Xm, Trade routes facilitated not only the spread of religious ideas but also the exchange of scientific and technological innovations between regions."
IU_B7zP,"Motivated by a desire to preserve ancient knowledge, Islamic scholars translated Greek literary classics into Arabic, directly ensuring the survival of works by Aristotle and other Greek thinkers.","IU_B7zP, Motivated by a desire to preserve ancient knowledge, Islamic scholars translated Greek literary classics into Arabic, directly ensuring the survival of works by Aristotle and other Greek thinkers."
IU_C3vQ,The transmission of mathematics texts from India and papermaking techniques from China by traveling scholars directly enriched the intellectual and technological resources of societies along the trade networks.,"IU_C3vQ, The transmission of mathematics texts from India and papermaking techniques from China by traveling scholars directly enriched the intellectual and technological resources of societies along the trade networks."
IU_w6Mp,"In Europe, the drastic population loss caused by the plague led to labor shortages that empowered surviving serfs to demand better rights and wages, thereby contributing to the gradual decline of the traditional feudal system.","IU_w6Mp, In Europe, the drastic population loss caused by the plague led to labor shortages that empowered surviving serfs to demand better rights and wages, thereby contributing to the gradual decline of the traditional feudal system."
